id,name,slug,type,name_with_type,code,parent_code,path,path_with_type
2101,Khuôn Lùng,khuon-lung,xa,Xã Khuôn Lùng,01150,033,"Khuôn Lùng, Xín Mần, Hà Giang","Xã Khuôn Lùng, Huyện Xín Mần, Tỉnh Hà Giang"
2102,Nàn Xỉn,nan-xin,xa,Xã Nàn Xỉn,01099,033,"Nàn Xỉn, Xín Mần, Hà Giang","Xã Nàn Xỉn, Huyện Xín Mần, Tỉnh Hà Giang"
2103,Tả Nhìu,ta-nhiu,xa,Xã Tả Nhìu,01132,033,"Tả Nhìu, Xín Mần, Hà Giang","Xã Tả Nhìu, Huyện Xín Mần, Tỉnh Hà Giang"
2104,Pà Vầy Sủ,pa-vay-su,xa,Xã Pà Vầy Sủ,01120,033,"Pà Vầy Sủ, Xín Mần, Hà Giang","Xã Pà Vầy Sủ, Huyện Xín Mần, Tỉnh Hà Giang"
2105,Nấm Dẩn,nam-dan,xa,Xã Nấm Dẩn,01141,033,"Nấm Dẩn, Xín Mần, Hà Giang","Xã Nấm Dẩn, Huyện Xín Mần, Tỉnh Hà Giang"
2106,Cốc Pài,coc-pai,thi-tran,Thị trấn Cốc Pài,01096,033,"Cốc Pài, Xín Mần, Hà Giang","Thị trấn Cốc Pài, Huyện Xín Mần, Tỉnh Hà Giang"
2107,Bắc Quang,bac-quang,huyen,Huyện Bắc Quang,034,02,"Bắc Quang, Hà Giang","Huyện Bắc Quang, Tỉnh Hà Giang"
2108,Đông Thành,dong-thanh,xa,Xã Đông Thành,01219,034,"Đông Thành, Bắc Quang, Hà Giang","Xã Đông Thành, Huyện Bắc Quang, Tỉnh Hà Giang"
2109,Tiên Kiều,tien-kieu,xa,Xã Tiên Kiều,01207,034,"Tiên Kiều, Bắc Quang, Hà Giang","Xã Tiên Kiều, Huyện Bắc Quang, Tỉnh Hà Giang"
2110,Vĩnh Phúc,vinh-phuc,xa,Xã Vĩnh Phúc,01213,034,"Vĩnh Phúc, Bắc Quang, Hà Giang","Xã Vĩnh Phúc, Huyện Bắc Quang, Tỉnh Hà Giang"
2111,Đồng Tâm,dong-tam,xa,Xã Đồng Tâm,01168,034,"Đồng Tâm, Bắc Quang, Hà Giang","Xã Đồng Tâm, Huyện Bắc Quang, Tỉnh Hà Giang"
2112,Hùng An,hung-an,xa,Xã Hùng An,01201,034,"Hùng An, Bắc Quang, Hà Giang","Xã Hùng An, Huyện Bắc Quang, Tỉnh Hà Giang"
2113,Vĩnh Tuy,vinh-tuy,thi-tran,Thị trấn Vĩnh Tuy,01156,034,"Vĩnh Tuy, Bắc Quang, Hà Giang","Thị trấn Vĩnh Tuy, Huyện Bắc Quang, Tỉnh Hà Giang"
2114,Quang Minh,quang-minh,xa,Xã Quang Minh,01189,034,"Quang Minh, Bắc Quang, Hà Giang","Xã Quang Minh, Huyện Bắc Quang, Tỉnh Hà Giang"
2115,Hữu Sản,huu-san,xa,Xã Hữu Sản,01177,034,"Hữu Sản, Bắc Quang, Hà Giang","Xã Hữu Sản, Huyện Bắc Quang, Tỉnh Hà Giang"
2116,Vĩnh Hảo,vinh-hao,xa,Xã Vĩnh Hảo,01210,034,"Vĩnh Hảo, Bắc Quang, Hà Giang","Xã Vĩnh Hảo, Huyện Bắc Quang, Tỉnh Hà Giang"
2117,Đồng Yên,dong-yen,xa,Xã Đồng Yên,01216,034,"Đồng Yên, Bắc Quang, Hà Giang","Xã Đồng Yên, Huyện Bắc Quang, Tỉnh Hà Giang"
2118,Đức Xuân,duc-xuan,xa,Xã Đức Xuân,01204,034,"Đức Xuân, Bắc Quang, Hà Giang","Xã Đức Xuân, Huyện Bắc Quang, Tỉnh Hà Giang"
2119,Tân Lập,tan-lap,xa,Xã Tân Lập,01159,034,"Tân Lập, Bắc Quang, Hà Giang","Xã Tân Lập, Huyện Bắc Quang, Tỉnh Hà Giang"
2120,Việt Vinh,viet-vinh,xa,Xã Việt Vinh,01183,034,"Việt Vinh, Bắc Quang, Hà Giang","Xã Việt Vinh, Huyện Bắc Quang, Tỉnh Hà Giang"
2121,Tân Quang,tan-quang,xa,Xã Tân Quang,01171,034,"Tân Quang, Bắc Quang, Hà Giang","Xã Tân Quang, Huyện Bắc Quang, Tỉnh Hà Giang"
2122,Liên Hiệp,lien-hiep,xa,Xã Liên Hiệp,01192,034,"Liên Hiệp, Bắc Quang, Hà Giang","Xã Liên Hiệp, Huyện Bắc Quang, Tỉnh Hà Giang"
2123,Kim Ngọc,kim-ngoc,xa,Xã Kim Ngọc,01180,034,"Kim Ngọc, Bắc Quang, Hà Giang","Xã Kim Ngọc, Huyện Bắc Quang, Tỉnh Hà Giang"
2124,Đồng Tiến,dong-tien,xa,Xã Đồng Tiến,01165,034,"Đồng Tiến, Bắc Quang, Hà Giang","Xã Đồng Tiến, Huyện Bắc Quang, Tỉnh Hà Giang"
2125,Việt Hồng,viet-hong,xa,Xã Việt Hồng,01198,034,"Việt Hồng, Bắc Quang, Hà Giang","Xã Việt Hồng, Huyện Bắc Quang, Tỉnh Hà Giang"
2126,Việt Quang,viet-quang,thi-tran,Thị trấn Việt Quang,01153,034,"Việt Quang, Bắc Quang, Hà Giang","Thị trấn Việt Quang, Huyện Bắc Quang, Tỉnh Hà Giang"
2127,Bằng Hành,bang-hanh,xa,Xã Bằng Hành,01186,034,"Bằng Hành, Bắc Quang, Hà Giang","Xã Bằng Hành, Huyện Bắc Quang, Tỉnh Hà Giang"
2128,Thượng Bình,thuong-binh,xa,Xã Thượng Bình,01174,034,"Thượng Bình, Bắc Quang, Hà Giang","Xã Thượng Bình, Huyện Bắc Quang, Tỉnh Hà Giang"
2129,Tân Thành,tan-thanh,xa,Xã Tân Thành,01162,034,"Tân Thành, Bắc Quang, Hà Giang","Xã Tân Thành, Huyện Bắc Quang, Tỉnh Hà Giang"
2130,Vô Điếm,vo-diem,xa,Xã Vô Điếm,01195,034,"Vô Điếm, Bắc Quang, Hà Giang","Xã Vô Điếm, Huyện Bắc Quang, Tỉnh Hà Giang"
2131,Hà Giang,ha-giang,thanh-pho,Thành phố Hà Giang,024,02,"Hà Giang, Hà Giang","Thành phố Hà Giang, Tỉnh Hà Giang"
2132,Phương Độ,phuong-do,xa,Xã Phương Độ,00946,024,"Phương Độ, Hà Giang, Hà Giang","Xã Phương Độ, Thành phố Hà Giang, Tỉnh Hà Giang"
2133,Ngọc Hà,ngoc-ha,phuong,Phường Ngọc Hà,00692,024,"Ngọc Hà, Hà Giang, Hà Giang","Phường Ngọc Hà, Thành phố Hà Giang, Tỉnh Hà Giang"
2134,Trần Phú,tran-phu,phuong,Phường Trần Phú,00691,024,"Trần Phú, Hà Giang, Hà Giang","Phường Trần Phú, Thành phố Hà Giang, Tỉnh Hà Giang"
2135,Phương Thiện,phuong-thien,xa,Xã Phương Thiện,00949,024,"Phương Thiện, Hà Giang, Hà Giang","Xã Phương Thiện, Thành phố Hà Giang, Tỉnh Hà Giang"
2136,Nguyễn Trãi,nguyen-trai,phuong,Phường Nguyễn Trãi,00694,024,"Nguyễn Trãi, Hà Giang, Hà Giang","Phường Nguyễn Trãi, Thành phố Hà Giang, Tỉnh Hà Giang"
2137,Ngọc Đường,ngoc-duong,xa,Xã Ngọc Đường,00700,024,"Ngọc Đường, Hà Giang, Hà Giang","Xã Ngọc Đường, Thành phố Hà Giang, Tỉnh Hà Giang"
2138,Quang Trung,quang-trung,phuong,Phường Quang Trung,00688,024,"Quang Trung, Hà Giang, Hà Giang","Phường Quang Trung, Thành phố Hà Giang, Tỉnh Hà Giang"
2139,Minh Khai,minh-khai,phuong,Phường Minh Khai,00697,024,"Minh Khai, Hà Giang, Hà Giang","Phường Minh Khai, Thành phố Hà Giang, Tỉnh Hà Giang"
2140,Quang Bình,quang-binh,huyen,Huyện Quang Bình,035,02,"Quang Bình, Hà Giang","Huyện Quang Bình, Tỉnh Hà Giang"
2141,Bằng Lang,bang-lang,xa,Xã Bằng Lang,01246,035,"Bằng Lang, Quang Bình, Hà Giang","Xã Bằng Lang, Huyện Quang Bình, Tỉnh Hà Giang"
2142,Yên Thành,yen-thanh,xa,Xã Yên Thành,01234,035,"Yên Thành, Quang Bình, Hà Giang","Xã Yên Thành, Huyện Quang Bình, Tỉnh Hà Giang"
2143,Xuân Minh,xuan-minh,xa,Xã Xuân Minh,01222,035,"Xuân Minh, Quang Bình, Hà Giang","Xã Xuân Minh, Huyện Quang Bình, Tỉnh Hà Giang"
2144,Xuân Giang,xuan-giang,xa,Xã Xuân Giang,01255,035,"Xuân Giang, Quang Bình, Hà Giang","Xã Xuân Giang, Huyện Quang Bình, Tỉnh Hà Giang"
2145,Tân Bắc,tan-bac,xa,Xã Tân Bắc,01243,035,"Tân Bắc, Quang Bình, Hà Giang","Xã Tân Bắc, Huyện Quang Bình, Tỉnh Hà Giang"
2146,Tân Nam,tan-nam,xa,Xã Tân Nam,01228,035,"Tân Nam, Quang Bình, Hà Giang","Xã Tân Nam, Huyện Quang Bình, Tỉnh Hà Giang"
2147,Yên Hà,yen-ha,xa,Xã Yên Hà,01249,035,"Yên Hà, Quang Bình, Hà Giang","Xã Yên Hà, Huyện Quang Bình, Tỉnh Hà Giang"
2148,Yên Bình,yen-binh,thi-tran,Thị trấn Yên Bình,01237,035,"Yên Bình, Quang Bình, Hà Giang","Thị trấn Yên Bình, Huyện Quang Bình, Tỉnh Hà Giang"
2149,Tiên Nguyên,tien-nguyen,xa,Xã Tiên Nguyên,01225,035,"Tiên Nguyên, Quang Bình, Hà Giang","Xã Tiên Nguyên, Huyện Quang Bình, Tỉnh Hà Giang"
2150,Nà Khương,na-khuong,xa,Xã Nà Khương,01258,035,"Nà Khương, Quang Bình, Hà Giang","Xã Nà Khương, Huyện Quang Bình, Tỉnh Hà Giang"
2151,Bản Rịa,ban-ria,xa,Xã Bản Rịa,01231,035,"Bản Rịa, Quang Bình, Hà Giang","Xã Bản Rịa, Huyện Quang Bình, Tỉnh Hà Giang"
2152,Vĩ Thượng,vi-thuong,xa,Xã Vĩ Thượng,01264,035,"Vĩ Thượng, Quang Bình, Hà Giang","Xã Vĩ Thượng, Huyện Quang Bình, Tỉnh Hà Giang"
2153,Hương Sơn,huong-son,xa,Xã Hương Sơn,01252,035,"Hương Sơn, Quang Bình, Hà Giang","Xã Hương Sơn, Huyện Quang Bình, Tỉnh Hà Giang"
2154,Tân Trịnh,tan-trinh,xa,Xã Tân Trịnh,01240,035,"Tân Trịnh, Quang Bình, Hà Giang","Xã Tân Trịnh, Huyện Quang Bình, Tỉnh Hà Giang"
2155,Tiên Yên,tien-yen,xa,Xã Tiên Yên,01261,035,"Tiên Yên, Quang Bình, Hà Giang","Xã Tiên Yên, Huyện Quang Bình, Tỉnh Hà Giang"
2156,Đồng Văn,dong-van,huyen,Huyện Đồng Văn,026,02,"Đồng Văn, Hà Giang","Huyện Đồng Văn, Tỉnh Hà Giang"
2157,Lũng Cú,lung-cu,xa,Xã Lũng Cú,00715,026,"Lũng Cú, Đồng Văn, Hà Giang","Xã Lũng Cú, Huyện Đồng Văn, Tỉnh Hà Giang"
2158,Sính Lủng,sinh-lung,xa,Xã Sính Lủng,00748,026,"Sính Lủng, Đồng Văn, Hà Giang","Xã Sính Lủng, Huyện Đồng Văn, Tỉnh Hà Giang"
2159,Xà Phìn,xa-phin,xa,Xã Xà Phìn,00736,026,"Xà Phìn, Đồng Văn, Hà Giang","Xã Xà Phìn, Huyện Đồng Văn, Tỉnh Hà Giang"
2160,Lũng Táo,lung-tao,xa,Xã Lũng Táo,00724,026,"Lũng Táo, Đồng Văn, Hà Giang","Xã Lũng Táo, Huyện Đồng Văn, Tỉnh Hà Giang"
2161,Hố Quáng Phìn,ho-quang-phin,xa,Xã Hố Quáng Phìn,00757,026,"Hố Quáng Phìn, Đồng Văn, Hà Giang","Xã Hố Quáng Phìn, Huyện Đồng Văn, Tỉnh Hà Giang"
2162,Phó Bảng,pho-bang,thi-tran,Thị trấn Phó Bảng,00712,026,"Phó Bảng, Đồng Văn, Hà Giang","Thị trấn Phó Bảng, Huyện Đồng Văn, Tỉnh Hà Giang"
2163,Phố Cáo,pho-cao,xa,Xã Phố Cáo,00745,026,"Phố Cáo, Đồng Văn, Hà Giang","Xã Phố Cáo, Huyện Đồng Văn, Tỉnh Hà Giang"
2164,Má Lé,ma-le,xa,Xã Má Lé,00718,026,"Má Lé, Đồng Văn, Hà Giang","Xã Má Lé, Huyện Đồng Văn, Tỉnh Hà Giang"
2165,Tả Phìn,ta-phin,xa,Xã Tả Phìn,00739,026,"Tả Phìn, Đồng Văn, Hà Giang","Xã Tả Phìn, Huyện Đồng Văn, Tỉnh Hà Giang"
2166,Phố Là,pho-la,xa,Xã Phố Là,00727,026,"Phố Là, Đồng Văn, Hà Giang","Xã Phố Là, Huyện Đồng Văn, Tỉnh Hà Giang"
2167,Sảng Tủng,sang-tung,xa,Xã Sảng Tủng,00751,026,"Sảng Tủng, Đồng Văn, Hà Giang","Xã Sảng Tủng, Huyện Đồng Văn, Tỉnh Hà Giang"
2168,Vần Chải,van-chai,xa,Xã Vần Chải,00760,026,"Vần Chải, Đồng Văn, Hà Giang","Xã Vần Chải, Huyện Đồng Văn, Tỉnh Hà Giang"
2169,Sủng Là,sung-la,xa,Xã Sủng Là,00733,026,"Sủng Là, Đồng Văn, Hà Giang","Xã Sủng Là, Huyện Đồng Văn, Tỉnh Hà Giang"
2170,Sủng Trái,sung-trai,xa,Xã Sủng Trái,00766,026,"Sủng Trái, Đồng Văn, Hà Giang","Xã Sủng Trái, Huyện Đồng Văn, Tỉnh Hà Giang"
2171,Đồng Văn,dong-van,thi-tran,Thị trấn Đồng Văn,00721,026,"Đồng Văn, Đồng Văn, Hà Giang","Thị trấn Đồng Văn, Huyện Đồng Văn, Tỉnh Hà Giang"
2172,Lũng Thầu,lung-thau,xa,Xã Lũng Thầu,00754,026,"Lũng Thầu, Đồng Văn, Hà Giang","Xã Lũng Thầu, Huyện Đồng Văn, Tỉnh Hà Giang"
2173,Tả Lủng,ta-lung,xa,Xã Tả Lủng,00742,026,"Tả Lủng, Đồng Văn, Hà Giang","Xã Tả Lủng, Huyện Đồng Văn, Tỉnh Hà Giang"
2174,Thài Phìn Tủng,thai-phin-tung,xa,Xã Thài Phìn Tủng,00730,026,"Thài Phìn Tủng, Đồng Văn, Hà Giang","Xã Thài Phìn Tủng, Huyện Đồng Văn, Tỉnh Hà Giang"
2175,Lũng Phìn,lung-phin,xa,Xã Lũng Phìn,00763,026,"Lũng Phìn, Đồng Văn, Hà Giang","Xã Lũng Phìn, Huyện Đồng Văn, Tỉnh Hà Giang"
2176,Mèo Vạc,meo-vac,huyen,Huyện Mèo Vạc,027,02,"Mèo Vạc, Hà Giang","Huyện Mèo Vạc, Tỉnh Hà Giang"
2177,Khâu Vai,khau-vai,xa,Xã Khâu Vai,00814,027,"Khâu Vai, Mèo Vạc, Hà Giang","Xã Khâu Vai, Huyện Mèo Vạc, Tỉnh Hà Giang"
2178,Mèo Vạc,meo-vac,thi-tran,Thị trấn Mèo Vạc,00769,027,"Mèo Vạc, Mèo Vạc, Hà Giang","Thị trấn Mèo Vạc, Huyện Mèo Vạc, Tỉnh Hà Giang"
2179,Lũng Pù,lung-pu,xa,Xã Lũng Pù,00802,027,"Lũng Pù, Mèo Vạc, Hà Giang","Xã Lũng Pù, Huyện Mèo Vạc, Tỉnh Hà Giang"
2180,Xín Cái,xin-cai,xa,Xã Xín Cái,00778,027,"Xín Cái, Mèo Vạc, Hà Giang","Xã Xín Cái, Huyện Mèo Vạc, Tỉnh Hà Giang"
2181,Nậm Ban,nam-ban,xa,Xã Nậm Ban,00811,027,"Nậm Ban, Mèo Vạc, Hà Giang","Xã Nậm Ban, Huyện Mèo Vạc, Tỉnh Hà Giang"
2182,Niêm Sơn,niem-son,xa,Xã Niêm Sơn,00817,027,"Niêm Sơn, Mèo Vạc, Hà Giang","Xã Niêm Sơn, Huyện Mèo Vạc, Tỉnh Hà Giang"
2183,Lũng Chinh,lung-chinh,xa,Xã Lũng Chinh,00805,027,"Lũng Chinh, Mèo Vạc, Hà Giang","Xã Lũng Chinh, Huyện Mèo Vạc, Tỉnh Hà Giang"
2184,Niêm Tòng,niem-tong,xa,Xã Niêm Tòng,00815,027,"Niêm Tòng, Mèo Vạc, Hà Giang","Xã Niêm Tòng, Huyện Mèo Vạc, Tỉnh Hà Giang"
2185,Giàng Chu Phìn,giang-chu-phin,xa,Xã Giàng Chu Phìn,00784,027,"Giàng Chu Phìn, Mèo Vạc, Hà Giang","Xã Giàng Chu Phìn, Huyện Mèo Vạc, Tỉnh Hà Giang"
2186,Thượng Phùng,thuong-phung,xa,Xã Thượng Phùng,00772,027,"Thượng Phùng, Mèo Vạc, Hà Giang","Xã Thượng Phùng, Huyện Mèo Vạc, Tỉnh Hà Giang"
2187,Sơn Vĩ,son-vi,xa,Xã Sơn Vĩ,00793,027,"Sơn Vĩ, Mèo Vạc, Hà Giang","Xã Sơn Vĩ, Huyện Mèo Vạc, Tỉnh Hà Giang"
2188,Pả Vi,pa-vi,xa,Xã Pả Vi,00781,027,"Pả Vi, Mèo Vạc, Hà Giang","Xã Pả Vi, Huyện Mèo Vạc, Tỉnh Hà Giang"
2189,Cán Chu Phìn,can-chu-phin,xa,Xã Cán Chu Phìn,00799,027,"Cán Chu Phìn, Mèo Vạc, Hà Giang","Xã Cán Chu Phìn, Huyện Mèo Vạc, Tỉnh Hà Giang"
2190,Sủng Trà,sung-tra,xa,Xã Sủng Trà,00787,027,"Sủng Trà, Mèo Vạc, Hà Giang","Xã Sủng Trà, Huyện Mèo Vạc, Tỉnh Hà Giang"
2191,Pải Lủng,pai-lung,xa,Xã Pải Lủng,00775,027,"Pải Lủng, Mèo Vạc, Hà Giang","Xã Pải Lủng, Huyện Mèo Vạc, Tỉnh Hà Giang"
2192,Tả Lủng,ta-lung,xa,Xã Tả Lủng,00796,027,"Tả Lủng, Mèo Vạc, Hà Giang","Xã Tả Lủng, Huyện Mèo Vạc, Tỉnh Hà Giang"
2193,Sủng Máng,sung-mang,xa,Xã Sủng Máng,00790,027,"Sủng Máng, Mèo Vạc, Hà Giang","Xã Sủng Máng, Huyện Mèo Vạc, Tỉnh Hà Giang"
2194,Tát Ngà,tat-nga,xa,Xã Tát Ngà,00808,027,"Tát Ngà, Mèo Vạc, Hà Giang","Xã Tát Ngà, Huyện Mèo Vạc, Tỉnh Hà Giang"
2195,Yên Minh,yen-minh,huyen,Huyện Yên Minh,028,02,"Yên Minh, Hà Giang","Huyện Yên Minh, Tỉnh Hà Giang"
2196,Mậu Duệ,mau-due,xa,Xã Mậu Duệ,00847,028,"Mậu Duệ, Yên Minh, Hà Giang","Xã Mậu Duệ, Huyện Yên Minh, Tỉnh Hà Giang"
2197,Na Khê,na-khe,xa,Xã Na Khê,00835,028,"Na Khê, Yên Minh, Hà Giang","Xã Na Khê, Huyện Yên Minh, Tỉnh Hà Giang"
2198,Du Tiến,du-tien,xa,Xã Du Tiến,00868,028,"Du Tiến, Yên Minh, Hà Giang","Xã Du Tiến, Huyện Yên Minh, Tỉnh Hà Giang"
2199,Thắng Mố,thang-mo,xa,Xã Thắng Mố,00823,028,"Thắng Mố, Yên Minh, Hà Giang","Xã Thắng Mố, Huyện Yên Minh, Tỉnh Hà Giang"
2200,Ngam La,ngam-la,xa,Xã Ngam La,00856,028,"Ngam La, Yên Minh, Hà Giang","Xã Ngam La, Huyện Yên Minh, Tỉnh Hà Giang"
2201,Lao Và Chải,lao-va-chai,xa,Xã Lao Và Chải,00844,028,"Lao Và Chải, Yên Minh, Hà Giang","Xã Lao Và Chải, Huyện Yên Minh, Tỉnh Hà Giang"
2202,Sủng Tráng,sung-trang,xa,Xã Sủng Tráng,00829,028,"Sủng Tráng, Yên Minh, Hà Giang","Xã Sủng Tráng, Huyện Yên Minh, Tỉnh Hà Giang"
2203,Sủng Thài,sung-thai,xa,Xã Sủng Thài,00838,028,"Sủng Thài, Yên Minh, Hà Giang","Xã Sủng Thài, Huyện Yên Minh, Tỉnh Hà Giang"
2204,Phú Lũng,phu-lung,xa,Xã Phú Lũng,00826,028,"Phú Lũng, Yên Minh, Hà Giang","Xã Phú Lũng, Huyện Yên Minh, Tỉnh Hà Giang"
2205,Ngọc Long,ngoc-long,xa,Xã Ngọc Long,00859,028,"Ngọc Long, Yên Minh, Hà Giang","Xã Ngọc Long, Huyện Yên Minh, Tỉnh Hà Giang"
2206,Đông Minh,dong-minh,xa,Xã Đông Minh,00850,028,"Đông Minh, Yên Minh, Hà Giang","Xã Đông Minh, Huyện Yên Minh, Tỉnh Hà Giang"
2207,Du Già,du-gia,xa,Xã Du Già,00871,028,"Du Già, Yên Minh, Hà Giang","Xã Du Già, Huyện Yên Minh, Tỉnh Hà Giang"
2208,Bạch Đích,bach-dich,xa,Xã Bạch Đích,00832,028,"Bạch Đích, Yên Minh, Hà Giang","Xã Bạch Đích, Huyện Yên Minh, Tỉnh Hà Giang"
2209,Lũng Hồ,lung-ho,xa,Xã Lũng Hồ,00865,028,"Lũng Hồ, Yên Minh, Hà Giang","Xã Lũng Hồ, Huyện Yên Minh, Tỉnh Hà Giang"
2210,Yên Minh,yen-minh,thi-tran,Thị trấn Yên Minh,00820,028,"Yên Minh, Yên Minh, Hà Giang","Thị trấn Yên Minh, Huyện Yên Minh, Tỉnh Hà Giang"
2211,Mậu Long,mau-long,xa,Xã Mậu Long,00853,028,"Mậu Long, Yên Minh, Hà Giang","Xã Mậu Long, Huyện Yên Minh, Tỉnh Hà Giang"
2212,Hữu Vinh,huu-vinh,xa,Xã Hữu Vinh,00841,028,"Hữu Vinh, Yên Minh, Hà Giang","Xã Hữu Vinh, Huyện Yên Minh, Tỉnh Hà Giang"
2213,Đường Thượng,duong-thuong,xa,Xã Đường Thượng,00862,028,"Đường Thượng, Yên Minh, Hà Giang","Xã Đường Thượng, Huyện Yên Minh, Tỉnh Hà Giang"
2214,Quản Bạ,quan-ba,huyen,Huyện Quản Bạ,029,02,"Quản Bạ, Hà Giang","Huyện Quản Bạ, Tỉnh Hà Giang"
2215,Lùng Tám,lung-tam,xa,Xã Lùng Tám,00901,029,"Lùng Tám, Quản Bạ, Hà Giang","Xã Lùng Tám, Huyện Quản Bạ, Tỉnh Hà Giang"
2216,Thanh Vân,thanh-van,xa,Xã Thanh Vân,00889,029,"Thanh Vân, Quản Bạ, Hà Giang","Xã Thanh Vân, Huyện Quản Bạ, Tỉnh Hà Giang"
2217,Bát Đại Sơn,bat-dai-son,xa,Xã Bát Đại Sơn,00877,029,"Bát Đại Sơn, Quản Bạ, Hà Giang","Xã Bát Đại Sơn, Huyện Quản Bạ, Tỉnh Hà Giang"
2218,Thái An,thai-an,xa,Xã Thái An,00910,029,"Thái An, Quản Bạ, Hà Giang","Xã Thái An, Huyện Quản Bạ, Tỉnh Hà Giang"
2219,Quyết Tiến,quyet-tien,xa,Xã Quyết Tiến,00904,029,"Quyết Tiến, Quản Bạ, Hà Giang","Xã Quyết Tiến, Huyện Quản Bạ, Tỉnh Hà Giang"
2220,Cán Tỷ,can-ty,xa,Xã Cán Tỷ,00883,029,"Cán Tỷ, Quản Bạ, Hà Giang","Xã Cán Tỷ, Huyện Quản Bạ, Tỉnh Hà Giang"
2221,Tùng Vài,tung-vai,xa,Xã Tùng Vài,00892,029,"Tùng Vài, Quản Bạ, Hà Giang","Xã Tùng Vài, Huyện Quản Bạ, Tỉnh Hà Giang"
2222,Nghĩa Thuận,nghia-thuan,xa,Xã Nghĩa Thuận,00880,029,"Nghĩa Thuận, Quản Bạ, Hà Giang","Xã Nghĩa Thuận, Huyện Quản Bạ, Tỉnh Hà Giang"
2223,Quản Bạ,quan-ba,xa,Xã Quản Bạ,00898,029,"Quản Bạ, Quản Bạ, Hà Giang","Xã Quản Bạ, Huyện Quản Bạ, Tỉnh Hà Giang"
2224,Cao Mã Pờ,cao-ma-po,xa,Xã Cao Mã Pờ,00886,029,"Cao Mã Pờ, Quản Bạ, Hà Giang","Xã Cao Mã Pờ, Huyện Quản Bạ, Tỉnh Hà Giang"
2225,Tam Sơn,tam-son,thi-tran,Thị trấn Tam Sơn,00874,029,"Tam Sơn, Quản Bạ, Hà Giang","Thị trấn Tam Sơn, Huyện Quản Bạ, Tỉnh Hà Giang"
2226,Đông Hà,dong-ha,xa,Xã Đông Hà,00895,029,"Đông Hà, Quản Bạ, Hà Giang","Xã Đông Hà, Huyện Quản Bạ, Tỉnh Hà Giang"
2227,Tả Ván,ta-van,xa,Xã Tả Ván,00907,029,"Tả Ván, Quản Bạ, Hà Giang","Xã Tả Ván, Huyện Quản Bạ, Tỉnh Hà Giang"
2228,Vị Xuyên,vi-xuyen,huyen,Huyện Vị Xuyên,030,02,"Vị Xuyên, Hà Giang","Huyện Vị Xuyên, Tỉnh Hà Giang"
2229,Vị Xuyên,vi-xuyen,thi-tran,Thị trấn Vị Xuyên,00913,030,"Vị Xuyên, Vị Xuyên, Hà Giang","Thị trấn Vị Xuyên, Huyện Vị Xuyên, Tỉnh Hà Giang"
2230,Trung Thành,trung-thanh,xa,Xã Trung Thành,00979,030,"Trung Thành, Vị Xuyên, Hà Giang","Xã Trung Thành, Huyện Vị Xuyên, Tỉnh Hà Giang"
2231,Kim Thạch,kim-thach,xa,Xã Kim Thạch,00703,030,"Kim Thạch, Vị Xuyên, Hà Giang","Xã Kim Thạch, Huyện Vị Xuyên, Tỉnh Hà Giang"
2232,Phong Quang,phong-quang,xa,Xã Phong Quang,00934,030,"Phong Quang, Vị Xuyên, Hà Giang","Xã Phong Quang, Huyện Vị Xuyên, Tỉnh Hà Giang"
2233,Việt Lâm,viet-lam,xa,Xã Việt Lâm,00967,030,"Việt Lâm, Vị Xuyên, Hà Giang","Xã Việt Lâm, Huyện Vị Xuyên, Tỉnh Hà Giang"
2234,Thuận Hoà,thuan-hoa,xa,Xã Thuận Hoà,00922,030,"Thuận Hoà, Vị Xuyên, Hà Giang","Xã Thuận Hoà, Huyện Vị Xuyên, Tỉnh Hà Giang"
2235,Đạo Đức,dao-duc,xa,Xã Đạo Đức,00955,030,"Đạo Đức, Vị Xuyên, Hà Giang","Xã Đạo Đức, Huyện Vị Xuyên, Tỉnh Hà Giang"
2236,Lao Chải,lao-chai,xa,Xã Lao Chải,00943,030,"Lao Chải, Vị Xuyên, Hà Giang","Xã Lao Chải, Huyện Vị Xuyên, Tỉnh Hà Giang"
2237,Bạch Ngọc,bach-ngoc,xa,Xã Bạch Ngọc,00976,030,"Bạch Ngọc, Vị Xuyên, Hà Giang","Xã Bạch Ngọc, Huyện Vị Xuyên, Tỉnh Hà Giang"
2238,Thanh Thủy,thanh-thuy,xa,Xã Thanh Thủy,00928,030,"Thanh Thủy, Vị Xuyên, Hà Giang","Xã Thanh Thủy, Huyện Vị Xuyên, Tỉnh Hà Giang"
2239,Nông Trường Việt Lâm,nong-truong-viet-lam,thi-tran,Thị trấn Nông Trường Việt Lâm,00916,030,"Nông Trường Việt Lâm, Vị Xuyên, Hà Giang","Thị trấn Nông Trường Việt Lâm, Huyện Vị Xuyên, Tỉnh Hà Giang"
2240,Phú Linh,phu-linh,xa,Xã Phú Linh,00706,030,"Phú Linh, Vị Xuyên, Hà Giang","Xã Phú Linh, Huyện Vị Xuyên, Tỉnh Hà Giang"
2241,Xín Chải,xin-chai,xa,Xã Xín Chải,00937,030,"Xín Chải, Vị Xuyên, Hà Giang","Xã Xín Chải, Huyện Vị Xuyên, Tỉnh Hà Giang"
2242,Tùng Bá,tung-ba,xa,Xã Tùng Bá,00925,030,"Tùng Bá, Vị Xuyên, Hà Giang","Xã Tùng Bá, Huyện Vị Xuyên, Tỉnh Hà Giang"
