id,name,slug,type,name_with_type,code,parent_code,path,path_with_type
7613,Liên Bảo,lien-bao,phuong,Phường Liên Bảo,08710,243,"Liên Bảo, Vĩnh Yên, Vĩnh Phúc","Phường Liên Bảo, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7614,Đồng Tâm,dong-tam,phuong,Phường Đồng Tâm,08722,243,"Đồng Tâm, Vĩnh Yên, Vĩnh Phúc","Phường Đồng Tâm, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7615,Thanh Trù,thanh-tru,xa,Xã Thanh Trù,08731,243,"Thanh Trù, Vĩnh Yên, Vĩnh Phúc","Xã Thanh Trù, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7616,Tích Sơn,tich-son,phuong,Phường Tích Sơn,08707,243,"Tích Sơn, Vĩnh Yên, Vĩnh Phúc","Phường Tích Sơn, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7617,Ngô Quyền,ngo-quyen,phuong,Phường Ngô Quyền,08719,243,"Ngô Quyền, Vĩnh Yên, Vĩnh Phúc","Phường Ngô Quyền, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7618,Đống Đa,dong-da,phuong,Phường Đống Đa,08716,243,"Đống Đa, Vĩnh Yên, Vĩnh Phúc","Phường Đống Đa, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7619,Khai Quang,khai-quang,phuong,Phường Khai Quang,08728,243,"Khai Quang, Vĩnh Yên, Vĩnh Phúc","Phường Khai Quang, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7620,Định Trung,dinh-trung,xa,Xã Định Trung,08725,243,"Định Trung, Vĩnh Yên, Vĩnh Phúc","Xã Định Trung, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7621,Hội Hợp,hoi-hop,phuong,Phường Hội Hợp,08713,243,"Hội Hợp, Vĩnh Yên, Vĩnh Phúc","Phường Hội Hợp, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc"
7622,Phúc Yên,phuc-yen,thanh-pho,Thành phố Phúc Yên,244,26,"Phúc Yên, Vĩnh Phúc","Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7623,Phúc Thắng,phuc-thang,phuong,Phường Phúc Thắng,08743,244,"Phúc Thắng, Phúc Yên, Vĩnh Phúc","Phường Phúc Thắng, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7624,Nam Viêm,nam-viem,phuong,Phường Nam Viêm,08755,244,"Nam Viêm, Phúc Yên, Vĩnh Phúc","Phường Nam Viêm, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7625,Cao Minh,cao-minh,xa,Xã Cao Minh,08752,244,"Cao Minh, Phúc Yên, Vĩnh Phúc","Xã Cao Minh, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7626,Trưng Nhị,trung-nhi,phuong,Phường Trưng Nhị,08740,244,"Trưng Nhị, Phúc Yên, Vĩnh Phúc","Phường Trưng Nhị, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7627,Ngọc Thanh,ngoc-thanh,xa,Xã Ngọc Thanh,08749,244,"Ngọc Thanh, Phúc Yên, Vĩnh Phúc","Xã Ngọc Thanh, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7628,Đồng Xuân,dong-xuan,phuong,Phường Đồng Xuân,08747,244,"Đồng Xuân, Phúc Yên, Vĩnh Phúc","Phường Đồng Xuân, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7629,Tiền Châu,tien-chau,phuong,Phường Tiền Châu,08758,244,"Tiền Châu, Phúc Yên, Vĩnh Phúc","Phường Tiền Châu, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7630,Hùng Vương,hung-vuong,phuong,Phường Hùng Vương,08737,244,"Hùng Vương, Phúc Yên, Vĩnh Phúc","Phường Hùng Vương, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7631,Trưng Trắc,trung-trac,phuong,Phường Trưng Trắc,08734,244,"Trưng Trắc, Phúc Yên, Vĩnh Phúc","Phường Trưng Trắc, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7632,Xuân Hoà,xuan-hoa,phuong,Phường Xuân Hoà,08746,244,"Xuân Hoà, Phúc Yên, Vĩnh Phúc","Phường Xuân Hoà, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc"
7633,Lập Thạch,lap-thach,huyen,Huyện Lập Thạch,246,26,"Lập Thạch, Vĩnh Phúc","Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7634,Đồng Ích,dong-ich,xa,Xã Đồng Ích,08839,246,"Đồng Ích, Lập Thạch, Vĩnh Phúc","Xã Đồng Ích, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7635,Tử Du,tu-du,xa,Xã Tử Du,08815,246,"Tử Du, Lập Thạch, Vĩnh Phúc","Xã Tử Du, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7636,Đình Chu,dinh-chu,xa,Xã Đình Chu,08857,246,"Đình Chu, Lập Thạch, Vĩnh Phúc","Xã Đình Chu, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7637,Xuân Lôi,xuan-loi,xa,Xã Xuân Lôi,08836,246,"Xuân Lôi, Lập Thạch, Vĩnh Phúc","Xã Xuân Lôi, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7638,Ngọc Mỹ,ngoc-my,xa,Xã Ngọc Mỹ,08767,246,"Ngọc Mỹ, Lập Thạch, Vĩnh Phúc","Xã Ngọc Mỹ, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7639,Hoa Sơn,hoa-son,thi-tran,Thị trấn Hoa Sơn,08789,246,"Hoa Sơn, Lập Thạch, Vĩnh Phúc","Thị trấn Hoa Sơn, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7640,Bàn Giản,ban-gian,xa,Xã Bàn Giản,08833,246,"Bàn Giản, Lập Thạch, Vĩnh Phúc","Xã Bàn Giản, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7641,Sơn Đông,son-dong,xa,Xã Sơn Đông,08866,246,"Sơn Đông, Lập Thạch, Vĩnh Phúc","Xã Sơn Đông, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7642,Liên Hòa,lien-hoa,xa,Xã Liên Hòa,08812,246,"Liên Hòa, Lập Thạch, Vĩnh Phúc","Xã Liên Hòa, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7643,Văn Quán,van-quan,xa,Xã Văn Quán,08845,246,"Văn Quán, Lập Thạch, Vĩnh Phúc","Xã Văn Quán, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7644,Tiên Lữ,tien-lu,xa,Xã Tiên Lữ,08842,246,"Tiên Lữ, Lập Thạch, Vĩnh Phúc","Xã Tiên Lữ, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7645,Thái Hòa,thai-hoa,xa,Xã Thái Hòa,08788,246,"Thái Hòa, Lập Thạch, Vĩnh Phúc","Xã Thái Hòa, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7646,Bắc Bình,bac-binh,xa,Xã Bắc Bình,08785,246,"Bắc Bình, Lập Thạch, Vĩnh Phúc","Xã Bắc Bình, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7647,Quang Sơn,quang-son,xa,Xã Quang Sơn,08764,246,"Quang Sơn, Lập Thạch, Vĩnh Phúc","Xã Quang Sơn, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7648,Vân Trục,van-truc,xa,Xã Vân Trục,08797,246,"Vân Trục, Lập Thạch, Vĩnh Phúc","Xã Vân Trục, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7649,Triệu Đề,trieu-de,xa,Xã Triệu Đề,08863,246,"Triệu Đề, Lập Thạch, Vĩnh Phúc","Xã Triệu Đề, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7650,Lập Thạch,lap-thach,thi-tran,Thị trấn Lập Thạch,08761,246,"Lập Thạch, Lập Thạch, Vĩnh Phúc","Thị trấn Lập Thạch, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7651,Xuân Hòa,xuan-hoa,xa,Xã Xuân Hòa,08794,246,"Xuân Hòa, Lập Thạch, Vĩnh Phúc","Xã Xuân Hòa, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7652,Hợp Lý,hop-ly,xa,Xã Hợp Lý,08770,246,"Hợp Lý, Lập Thạch, Vĩnh Phúc","Xã Hợp Lý, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7653,Liễn Sơn,lien-son,xa,Xã Liễn Sơn,08791,246,"Liễn Sơn, Lập Thạch, Vĩnh Phúc","Xã Liễn Sơn, Huyện Lập Thạch, Tỉnh Vĩnh Phúc"
7654,Tam Dương,tam-duong,huyen,Huyện Tam Dương,247,26,"Tam Dương, Vĩnh Phúc","Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7655,Hợp Thịnh,hop-thinh,xa,Xã Hợp Thịnh,08905,247,"Hợp Thịnh, Tam Dương, Vĩnh Phúc","Xã Hợp Thịnh, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7656,Hợp Hòa,hop-hoa,thi-tran,Thị trấn Hợp Hòa,08869,247,"Hợp Hòa, Tam Dương, Vĩnh Phúc","Thị trấn Hợp Hòa, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7657,Vân Hội,van-hoi,xa,Xã Vân Hội,08902,247,"Vân Hội, Tam Dương, Vĩnh Phúc","Xã Vân Hội, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7658,Hoàng Lâu,hoang-lau,xa,Xã Hoàng Lâu,08899,247,"Hoàng Lâu, Tam Dương, Vĩnh Phúc","Xã Hoàng Lâu, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7659,Kim Long,kim-long,xa,Xã Kim Long,08878,247,"Kim Long, Tam Dương, Vĩnh Phúc","Xã Kim Long, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7660,Đồng Tĩnh,dong-tinh,xa,Xã Đồng Tĩnh,08875,247,"Đồng Tĩnh, Tam Dương, Vĩnh Phúc","Xã Đồng Tĩnh, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7661,An Hòa,an-hoa,xa,Xã An Hòa,08887,247,"An Hòa, Tam Dương, Vĩnh Phúc","Xã An Hòa, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7662,Đạo Tú,dao-tu,xa,Xã Đạo Tú,08884,247,"Đạo Tú, Tam Dương, Vĩnh Phúc","Xã Đạo Tú, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7663,Hoàng Đan,hoang-dan,xa,Xã Hoàng Đan,08896,247,"Hoàng Đan, Tam Dương, Vĩnh Phúc","Xã Hoàng Đan, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7664,Duy Phiên,duy-phien,xa,Xã Duy Phiên,08893,247,"Duy Phiên, Tam Dương, Vĩnh Phúc","Xã Duy Phiên, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7665,Hoàng Hoa,hoang-hoa,xa,Xã Hoàng Hoa,08872,247,"Hoàng Hoa, Tam Dương, Vĩnh Phúc","Xã Hoàng Hoa, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7666,Hướng Đạo,huong-dao,xa,Xã Hướng Đạo,08881,247,"Hướng Đạo, Tam Dương, Vĩnh Phúc","Xã Hướng Đạo, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7667,Thanh Vân,thanh-van,xa,Xã Thanh Vân,08890,247,"Thanh Vân, Tam Dương, Vĩnh Phúc","Xã Thanh Vân, Huyện Tam Dương, Tỉnh Vĩnh Phúc"
7668,Tam Đảo,tam-dao,huyen,Huyện Tam Đảo,248,26,"Tam Đảo, Vĩnh Phúc","Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7669,Bồ Lý,bo-ly,xa,Xã Bồ Lý,08920,248,"Bồ Lý, Tam Đảo, Vĩnh Phúc","Xã Bồ Lý, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7670,Hồ Sơn,ho-son,xa,Xã Hồ Sơn,08929,248,"Hồ Sơn, Tam Đảo, Vĩnh Phúc","Xã Hồ Sơn, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7671,Tam Đảo,tam-dao,thi-tran,Thị trấn Tam Đảo,08908,248,"Tam Đảo, Tam Đảo, Vĩnh Phúc","Thị trấn Tam Đảo, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7672,Yên Dương,yen-duong,xa,Xã Yên Dương,08917,248,"Yên Dương, Tam Đảo, Vĩnh Phúc","Xã Yên Dương, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7673,Đạo Trù,dao-tru,xa,Xã Đạo Trù,08914,248,"Đạo Trù, Tam Đảo, Vĩnh Phúc","Xã Đạo Trù, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7674,Tam Quan,tam-quan,xa,Xã Tam Quan,08926,248,"Tam Quan, Tam Đảo, Vĩnh Phúc","Xã Tam Quan, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7675,Đại Đình,dai-dinh,xa,Xã Đại Đình,08923,248,"Đại Đình, Tam Đảo, Vĩnh Phúc","Xã Đại Đình, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7676,Minh Quang,minh-quang,xa,Xã Minh Quang,08932,248,"Minh Quang, Tam Đảo, Vĩnh Phúc","Xã Minh Quang, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7677,Hợp Châu,hop-chau,xa,Xã Hợp Châu,08911,248,"Hợp Châu, Tam Đảo, Vĩnh Phúc","Xã Hợp Châu, Huyện Tam Đảo, Tỉnh Vĩnh Phúc"
7678,Bình Xuyên,binh-xuyen,huyen,Huyện Bình Xuyên,249,26,"Bình Xuyên, Vĩnh Phúc","Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7679,Trung Mỹ,trung-my,xa,Xã Trung Mỹ,08938,249,"Trung Mỹ, Bình Xuyên, Vĩnh Phúc","Xã Trung Mỹ, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7680,Gia Khánh,gia-khanh,thi-tran,Thị trấn Gia Khánh,08936,249,"Gia Khánh, Bình Xuyên, Vĩnh Phúc","Thị trấn Gia Khánh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7681,Thiện Kế,thien-ke,xa,Xã Thiện Kế,08947,249,"Thiện Kế, Bình Xuyên, Vĩnh Phúc","Xã Thiện Kế, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7682,Sơn Lôi,son-loi,xa,Xã Sơn Lôi,08959,249,"Sơn Lôi, Bình Xuyên, Vĩnh Phúc","Xã Sơn Lôi, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7683,Quất Lưu,quat-luu,xa,Xã Quất Lưu,08956,249,"Quất Lưu, Bình Xuyên, Vĩnh Phúc","Xã Quất Lưu, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7684,Hương Canh,huong-canh,thi-tran,Thị trấn Hương Canh,08935,249,"Hương Canh, Bình Xuyên, Vĩnh Phúc","Thị trấn Hương Canh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7685,Thanh Lãng,thanh-lang,thi-tran,Thị trấn Thanh Lãng,08968,249,"Thanh Lãng, Bình Xuyên, Vĩnh Phúc","Thị trấn Thanh Lãng, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7686,Tân Phong,tan-phong,xa,Xã Tân Phong,08965,249,"Tân Phong, Bình Xuyên, Vĩnh Phúc","Xã Tân Phong, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7687,Bá Hiến,ba-hien,xa,Xã Bá Hiến,08944,249,"Bá Hiến, Bình Xuyên, Vĩnh Phúc","Xã Bá Hiến, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7688,Tam Hợp,tam-hop,xa,Xã Tam Hợp,08953,249,"Tam Hợp, Bình Xuyên, Vĩnh Phúc","Xã Tam Hợp, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7689,Hương Sơn,huong-son,xa,Xã Hương Sơn,08950,249,"Hương Sơn, Bình Xuyên, Vĩnh Phúc","Xã Hương Sơn, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7690,Đạo Đức,dao-duc,xa,Xã Đạo Đức,08962,249,"Đạo Đức, Bình Xuyên, Vĩnh Phúc","Xã Đạo Đức, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7691,Phú Xuân,phu-xuan,xa,Xã Phú Xuân,08971,249,"Phú Xuân, Bình Xuyên, Vĩnh Phúc","Xã Phú Xuân, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc"
7692,Yên Lạc,yen-lac,huyen,Huyện Yên Lạc,251,26,"Yên Lạc, Vĩnh Phúc","Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7693,Đồng Cương,dong-cuong,xa,Xã Đồng Cương,09028,251,"Đồng Cương, Yên Lạc, Vĩnh Phúc","Xã Đồng Cương, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7694,Văn Tiến,van-tien,xa,Xã Văn Tiến,09049,251,"Văn Tiến, Yên Lạc, Vĩnh Phúc","Xã Văn Tiến, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7695,Trung Nguyên,trung-nguyen,xa,Xã Trung Nguyên,09037,251,"Trung Nguyên, Yên Lạc, Vĩnh Phúc","Xã Trung Nguyên, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7696,Yên Lạc,yen-lac,thi-tran,Thị trấn Yên Lạc,09025,251,"Yên Lạc, Yên Lạc, Vĩnh Phúc","Thị trấn Yên Lạc, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7697,Hồng Phương,hong-phuong,xa,Xã Hồng Phương,09058,251,"Hồng Phương, Yên Lạc, Vĩnh Phúc","Xã Hồng Phương, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7698,Yên Đồng,yen-dong,xa,Xã Yên Đồng,09046,251,"Yên Đồng, Yên Lạc, Vĩnh Phúc","Xã Yên Đồng, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7699,Bình Định,binh-dinh,xa,Xã Bình Định,09034,251,"Bình Định, Yên Lạc, Vĩnh Phúc","Xã Bình Định, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7700,Đại Tự,dai-tu,xa,Xã Đại Tự,09067,251,"Đại Tự, Yên Lạc, Vĩnh Phúc","Xã Đại Tự, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7701,Yên Phương,yen-phuong,xa,Xã Yên Phương,09055,251,"Yên Phương, Yên Lạc, Vĩnh Phúc","Xã Yên Phương, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7702,Tam Hồng,tam-hong,xa,Xã Tam Hồng,09043,251,"Tam Hồng, Yên Lạc, Vĩnh Phúc","Xã Tam Hồng, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7703,Đồng Văn,dong-van,xa,Xã Đồng Văn,09031,251,"Đồng Văn, Yên Lạc, Vĩnh Phúc","Xã Đồng Văn, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7704,Liên Châu,lien-chau,xa,Xã Liên Châu,09064,251,"Liên Châu, Yên Lạc, Vĩnh Phúc","Xã Liên Châu, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7705,Nguyệt Đức,nguyet-duc,xa,Xã Nguyệt Đức,09052,251,"Nguyệt Đức, Yên Lạc, Vĩnh Phúc","Xã Nguyệt Đức, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7706,Tề Lỗ,te-lo,xa,Xã Tề Lỗ,09040,251,"Tề Lỗ, Yên Lạc, Vĩnh Phúc","Xã Tề Lỗ, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7707,Trung Hà,trung-ha,xa,Xã Trung Hà,09073,251,"Trung Hà, Yên Lạc, Vĩnh Phúc","Xã Trung Hà, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7708,Trung Kiên,trung-kien,xa,Xã Trung Kiên,09061,251,"Trung Kiên, Yên Lạc, Vĩnh Phúc","Xã Trung Kiên, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7709,Hồng Châu,hong-chau,xa,Xã Hồng Châu,09070,251,"Hồng Châu, Yên Lạc, Vĩnh Phúc","Xã Hồng Châu, Huyện Yên Lạc, Tỉnh Vĩnh Phúc"
7710,Vĩnh Tường,vinh-tuong,huyen,Huyện Vĩnh Tường,252,26,"Vĩnh Tường, Vĩnh Phúc","Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7711,Bình Dương,binh-duong,xa,Xã Bình Dương,09118,252,"Bình Dương, Vĩnh Tường, Vĩnh Phúc","Xã Bình Dương, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7712,Vân Xuân,van-xuan,xa,Xã Vân Xuân,09139,252,"Vân Xuân, Vĩnh Tường, Vĩnh Phúc","Xã Vân Xuân, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7713,Vĩnh Sơn,vinh-son,xa,Xã Vĩnh Sơn,09115,252,"Vĩnh Sơn, Vĩnh Tường, Vĩnh Phúc","Xã Vĩnh Sơn, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7714,Tuân Chính,tuan-chinh,xa,Xã Tuân Chính,09136,252,"Tuân Chính, Vĩnh Tường, Vĩnh Phúc","Xã Tuân Chính, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7715,Phú Đa,phu-da,xa,Xã Phú Đa,09157,252,"Phú Đa, Vĩnh Tường, Vĩnh Phúc","Xã Phú Đa, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7716,Kim Xá,kim-xa,xa,Xã Kim Xá,09079,252,"Kim Xá, Vĩnh Tường, Vĩnh Phúc","Xã Kim Xá, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7717,Thổ Tang,tho-tang,thi-tran,Thị Trấn Thổ Tang,09112,252,"Thổ Tang, Vĩnh Tường, Vĩnh Phúc","Thị Trấn Thổ Tang, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7718,Lý Nhân,ly-nhan,xa,Xã Lý Nhân,09133,252,"Lý Nhân, Vĩnh Tường, Vĩnh Phúc","Xã Lý Nhân, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7719,Vĩnh Thịnh,vinh-thinh,xa,Xã Vĩnh Thịnh,09154,252,"Vĩnh Thịnh, Vĩnh Tường, Vĩnh Phúc","Xã Vĩnh Thịnh, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7720,Vĩnh Tường,vinh-tuong,thi-tran,Thị trấn Vĩnh Tường,09076,252,"Vĩnh Tường, Vĩnh Tường, Vĩnh Phúc","Thị trấn Vĩnh Tường, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7721,Bồ Sao,bo-sao,xa,Xã Bồ Sao,09097,252,"Bồ Sao, Vĩnh Tường, Vĩnh Phúc","Xã Bồ Sao, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7722,Vũ Di,vu-di,xa,Xã Vũ Di,09130,252,"Vũ Di, Vĩnh Tường, Vĩnh Phúc","Xã Vũ Di, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7723,An Tường,an-tuong,xa,Xã An Tường,09151,252,"An Tường, Vĩnh Tường, Vĩnh Phúc","Xã An Tường, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7724,Việt Xuân,viet-xuan,xa,Xã Việt Xuân,09094,252,"Việt Xuân, Vĩnh Tường, Vĩnh Phúc","Xã Việt Xuân, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7725,Yên Lập,yen-lap,xa,Xã Yên Lập,09091,252,"Yên Lập, Vĩnh Tường, Vĩnh Phúc","Xã Yên Lập, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7726,Cao Đại,cao-dai,xa,Xã Cao Đại,09109,252,"Cao Đại, Vĩnh Tường, Vĩnh Phúc","Xã Cao Đại, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7727,Lũng Hoà,lung-hoa,xa,Xã Lũng Hoà,09106,252,"Lũng Hoà, Vĩnh Tường, Vĩnh Phúc","Xã Lũng Hoà, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7728,Thượng Trưng,thuong-trung,xa,Xã Thượng Trưng,09127,252,"Thượng Trưng, Vĩnh Tường, Vĩnh Phúc","Xã Thượng Trưng, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7729,Ngũ Kiên,ngu-kien,xa,Xã Ngũ Kiên,09148,252,"Ngũ Kiên, Vĩnh Tường, Vĩnh Phúc","Xã Ngũ Kiên, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7730,Tân Tiến,tan-tien,xa,Xã Tân Tiến,09103,252,"Tân Tiến, Vĩnh Tường, Vĩnh Phúc","Xã Tân Tiến, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7731,Phú Thịnh,phu-thinh,xa,Xã Phú Thịnh,09124,252,"Phú Thịnh, Vĩnh Tường, Vĩnh Phúc","Xã Phú Thịnh, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7732,Tứ Trưng,tu-trung,thi-tran,Thị trấn Tứ Trưng,09145,252,"Tứ Trưng, Vĩnh Tường, Vĩnh Phúc","Thị trấn Tứ Trưng, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7733,Đại Đồng,dai-dong,xa,Xã Đại Đồng,09100,252,"Đại Đồng, Vĩnh Tường, Vĩnh Phúc","Xã Đại Đồng, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7734,Nghĩa Hưng,nghia-hung,xa,Xã Nghĩa Hưng,09088,252,"Nghĩa Hưng, Vĩnh Tường, Vĩnh Phúc","Xã Nghĩa Hưng, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7735,Tân Cương,tan-cuong,xa,Xã Tân Cương,09121,252,"Tân Cương, Vĩnh Tường, Vĩnh Phúc","Xã Tân Cương, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7736,Tam Phúc,tam-phuc,xa,Xã Tam Phúc,09142,252,"Tam Phúc, Vĩnh Tường, Vĩnh Phúc","Xã Tam Phúc, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7737,Chấn Hưng,chan-hung,xa,Xã Chấn Hưng,09085,252,"Chấn Hưng, Vĩnh Tường, Vĩnh Phúc","Xã Chấn Hưng, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7738,Vĩnh Ninh,vinh-ninh,xa,Xã Vĩnh Ninh,09160,252,"Vĩnh Ninh, Vĩnh Tường, Vĩnh Phúc","Xã Vĩnh Ninh, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7739,Yên Bình,yen-binh,xa,Xã Yên Bình,09082,252,"Yên Bình, Vĩnh Tường, Vĩnh Phúc","Xã Yên Bình, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc"
7740,Bắc Ninh,bac-ninh,tinh,Tỉnh Bắc Ninh,27,0,,
7741,Lương Tài,luong-tai,huyen,Huyện Lương Tài,264,27,"Lương Tài, Bắc Ninh","Huyện Lương Tài, Tỉnh Bắc Ninh"
7742,Mỹ Hương,my-huong,xa,Xã Mỹ Hương,09508,264,"Mỹ Hương, Lương Tài, Bắc Ninh","Xã Mỹ Hương, Huyện Lương Tài, Tỉnh Bắc Ninh"
7743,Bình Định,binh-dinh,xa,Xã Bình Định,09529,264,"Bình Định, Lương Tài, Bắc Ninh","Xã Bình Định, Huyện Lương Tài, Tỉnh Bắc Ninh"
